title,content,option_a,option_b,option_c,option_d,option_e,correct_answer,category,difficulty,year,hint,solution_idea,explanation,tags,is_active
Python Q.109,"def small(a,b): # len(a)==len(b)
      n = len(a)
      i = 0
      while i<n and a[i]==b[i]:
            i += 1
      #
      return ?
#
此函數定義為： a 字串的「字典序」小於 b字串
時回傳True，輸入保證傳入的 a與b長度相等。
請問程式中的?處應填入下列何者？",a[i]<b[i] and i<n,i>=n or a[i]<b[i],i<n or a[i]<b[i],i<n and a[i]<b[i],以上皆非,D,程式理解,medium,,,,迴圈找出第一個字元不同的位置，但不能超出字串長度的範圍。迴圈結束後，若 i 已經等於 n，代表兩字串完全相同（不符合 True 的定義，應回傳假）；否則代表在 i 這個位置找到不同的字元，若 a[i]<b[i] 則 a 的字典序較小。因此答案需要同時檢查 i<n 且 a[i]<b[i]（用 and 而非 or，且順序要先檢查範圍再取值，避免超界存取）。,"Python,程式理解,程式識讀",True
Python Q.110,"def f(a,b,mod):
      result = 1
      while b:
            if ?1 :
                  result = (result*a)%mod
                  ?2
            a = (a*a)%mod
      #
      return result
#
此函數利用 b 的二進位表示法來快速計算 a 的 b
次方除以 mod 的餘數，其中 a,b,mod 皆正整數
且 mod 不為 0。請問程式中的?1 與?2 處應填入
下列何者？","q1: b%10, q2: b //= 10","q1: b&result, q2: b >>= 1","q1: b&1, q2: b >>= 1","q1: b^1, q2: b //= 2",以上皆非,C,位元運算,medium,,,,這是快速冪（利用二進位表示法計算次方取餘數）的標準寫法：每一輪先檢查 b 的最低位元是否為 1（b&1），若是就把 a 乘進結果；接著把 b 右移一位（b>>=1）處理下一個位元，同時讓 a 自乘取餘數，代表下一個位元對應的次方。,"Python,位元運算,程式識讀",True
Python Q.111,"def f(a,b):
      n = 0
      for v in a:
            if ? :
                  n += v
      return n
#
此函數定義為： 計算並回傳 list a中b的倍數
的總和。請問程式中的?處應填入下列何者？",v%b == 0,v%b,a[v]%b == 0,b in v,以上皆非,A,變數與運算,easy,,,,要計算 a 中 b 的倍數的總和，判斷式應該檢查 v 是否能被 b 整除，也就是 v%b==0。,"Python,程式識讀,變數與運算",True
Python Q.112,"def f(s):
      q = []
      for c in s:
            if c < 0: q.append(c)
            elif not q or q[-1]!=-c:
                  return False
            else: q.pop()
      return not q
#
以下何者回傳True？","f([-1,1,-2,-3,2,3])","f([-1,-3,-2,2,3,-1,1])","f([-1,-2,2,-3,-1,1,3,1])","f([-1,-1,1,-2,3,-3,2,1])",以上皆非或執行錯誤 Error,C,資料結構,hard,,,,"這段程式的行為類似檢查括號是否成對出現：負數視為左括號並壓入 stack，正數視為右括號，必須跟 stack 頂端的負數絕對值相同才能配對彈出，否則回傳 False。逐一驗證各組測資，只有 (C) [-1,-2,2,-3,-1,1,3,1] 最終能讓 stack 完全清空，回傳 True。","Python,程式識讀,資料結構",True
Python Q.113,"a = [4,-5,2,0,4,2,-2,1,3,-1]
n = len(a)
for i in range(1,n):
      if a[i-1] > 0:
            a[i] += a[i-1]
#
print(a[7],max(a))
輸出為何？",5 10,7 12,7 10,5 12,以上皆非或執行錯誤 Error,C,程式理解,medium,,,,這是計算最大子陣列和的技巧：若前一項大於 0 就把它累加到目前這一項，否則維持不變。依序計算後，a[7]=7，處理過程中出現過的最大值 max(a)=10。,"Python,程式理解,程式識讀",True
Python Q.114,"a = [(i,j) for i in range(5) \
      for j in range(5) if (i+j)%4==0 ]
print(a[: : 2])
輸出為何？","[(0,0),(1,3),(3,1),(4,4)]","[(0,0),(0,4),(1,3),(2,2)]","[(0,0),(1,3),(2,2),(4,4)]","[(0,4),(2,2),(4,0)]",以上皆非或執行錯誤 Error,A,串列,medium,,,,"串列生成式產生所有 i,j 在 0~4 之間且 (i+j)%4==0 的組合，依序為 (0,0),(0,4),(1,3),(2,2),(3,1),(4,0),(4,4)。a[::2] 取出索引 0,2,4,6 的元素，得到 [(0,0),(1,3),(3,1),(4,4)]。","Python,串列,程式識讀",True
Python Q.115,"a = [1,2,3,4,5,6]
q = [1,0,2,-1,1,0]
w = sum(a[i]*q[i] for i in range(6))
print(w)
輸出為何？",6,8,10,11,以上皆非或執行錯誤 Error,B,串列,easy,,,,這是向量內積：sum(a[i]*q[i]) = 1*1+2*0+3*2+4*(-1)+5*1+6*0 = 1+0+6-4+5+0 = 8。,"Python,串列,程式識讀",True
Python Q.116,"a = [1]*6
def f(i,s):
      if i == 6:
            return s==3
      w1 = f(i+1,s)
      w2 = f(i+1,s+a[i])
      return w1+w2
#
print(f(0,0))
輸出為何？",4,16,20,64,以上皆非或執行錯誤 Error,C,遞迴,hard,,,,"此遞迴函數窮舉陣列（六個 1）所有可能的取或不取的子集合，檢查其總和是否為 3；因為每個元素都是 1，總和為 3 相當於恰好選出 3 個元素，組合數為 C(6,3)=20。","Python,程式識讀,遞迴",True
Python Q.117,"def f(n,i):
      if i==0 or i==n:
            return 1
      return f(n-1,i)+f(n-1,i-1)
print(f(5,2))
輸出為何？",6,10,15,20,以上皆非或執行錯誤 Error,B,遞迴,medium,,,,"此函數是巴斯卡三角形（Pascal's triangle）遞迴定義的直接實作，f(n,i) 即為組合數 C(n,i)。f(5,2)=C(5,2)=10。","Python,程式識讀,遞迴",True
Python Q.118,"n = 6
d = [[1]*n for i in range(n)]
for i in range(2,n):
      for j in range(1,i):
            d[i][j] = d[i-1][j-1]+d[i-1][j]
#
print(d[4][2]+d[5][3])
輸出為何？",13,14,15,16,以上皆非或執行錯誤 Error,D,Python程式識讀,medium,,,,"這段程式用二維串列建立巴斯卡三角形（也就是組合數表），一開始全部初始化為 1，再依遞推公式更新中間的值：d[i][j] 即為 C(i,j)。d[4][2]=C(4,2)=6，d[5][3]=C(5,3)=10，總和為 16。","Python,Python程式識讀,程式識讀",True
Python Q.119,"d = [[0]*(n+1) for i in range(n+1)]
def f(k,i):
      if d[k][i] > 0: return d[k][i]
      if i==0 or i==k:
            d[k][i] = 1
      else:
            d[k][i] = f(k-1,i)+f(k-1,i-1)
      return d[k][i]
#
print(f(n,n//2))
下列何者最準確的以 n 來表達此程式的時間複雜
度？",O(n2),O(n3),O(2n),O(n!),以上皆非或執行錯誤 Error,A,時間複雜度,hard,,,,"這是用記憶化（top-down DP）計算組合數 C(n, n//2)：因為每一組 (k,i) 參數只會真正遞迴計算一次（之後直接從表格 d 中讀取），所有可能的參數組合數量是 O(n^2)，因此整體時間複雜度為 O(n^2)（若不做記憶化，則會是指數時間 O(2^n)）。","Python,時間複雜度,程式識讀",True
Python Q.120,"d = list((x-2)**2 for x in range(6))
d.sort()
print(d)
輸出為何？","[4,1,0,1,4,9]","[-4,-2,0,2,4,6]","[0,1,1,4,4,9]","[0,1,1,4,4,9,16]",以上皆非或執行錯誤 Error,C,排序與搜尋,easy,,,,"這是用生成式產生陣列，元素為 (x-2)^2（x 從 0 到 5），得到 [4,1,0,1,4,9]，排序後為 [0,1,1,4,4,9]。","Python,排序與搜尋,程式識讀",True
Python Q.121,"d = [3,-1,0,5,0,9,1,0,7,4]
n = len(d)
p = sorted(d[:n//2])+sorted(d[n//2:])
cnt = 0;
for i in range(n):
      for j in range(i+1,n):
            if p[i] > p[j]: cnt += 1
print(cnt)
輸出為何？",15,10,7,5,以上皆非或執行錯誤 Error,D,排序與搜尋,hard,,,,"陣列被切成前後兩半分別排序：前半 [3,-1,0,5,0] 排序後為 [-1,0,0,3,5]，後半 [9,1,0,7,4] 排序後為 [0,1,4,7,9]，接起來後統計逆序對（inversion，前面的值大於後面的值）。因為每一半內部已排序，只需要計算跨越前後兩半的逆序對，總共有 5 對。","Python,排序與搜尋,程式識讀",True
Python Q.122,"d = 'cbda'
p = sorted(d)
p的內容為何？",'abcd',"['a','b','c','d']",'cbda',"['c','b','d','a']",以上皆非或執行錯誤 Error,B,排序與搜尋,easy,,,,"sorted() 對字串這種可迭代物件排序時，會把它拆開成一個個字元，回傳排序好的「list」，而不是字串。sorted('cbda') 得到 ['a','b','c','d']。","Python,排序與搜尋,程式識讀",True
Python Q.123,"d = ['bdc','aw','ab','b']
s = '/'.join(sorted(d))
print(d[0],s)
輸出為何？",bdc a/a/b/b/b/c/d/w,b a/a/b/b/b/c/d/w,bdc ab/aw/b/bdc,b ab/aw/b/bdc,以上皆非或執行錯誤 Error,C,排序與搜尋,medium,,,,"sorted(d) 會回傳一個新排序好的 list，不會修改原本的 d，因此 d[0] 仍是 ""bdc""。字串依字典序排序後為 ['ab','aw','b','bdc']，join('/') 把它們用 / 接起來得到 ""ab/aw/b/bdc""。","Python,排序與搜尋,程式識讀",True
Python Q.124,"s = 'apaltpptpal'
n = len(s)
q = sorted(s)
what = cnt = 1
for i in range(1,n):
      if q[i] == q[i-1]:
            cnt += 1
      else:
            what = max(what,cnt)
            cnt = 1
print(what)
輸出為何？",1,2,3,4,以上皆非或執行錯誤 Error,D,排序與搜尋,hard,,,,"把字串 s 排序後，相同字母會排在一起；程式統計連續相同字母的最長長度（但只在遇到不同字母時才更新 what，迴圈結束後沒有再檢查最後一段——不過此題最長的一段恰好不是排序後的最後一組，所以不影響結果）。""apaltpptpal"" 排序後各字母連續段長度為 a:3, l:2, p:4, t:2，最長的是 p 的 4，因此 what=4。","Python,排序與搜尋,程式識讀",True
Python Q.125,"d = [3,1,2]
a = d.sort()
a[0] = 0
print(a,d)
輸出為何？","[0,2,3] [1,2,3]","[0,1,2] [1,2,3]","[0,2,3] [3,1,2]","[0,2,3] [0,2,3]",以上皆非或執行錯誤 Error (題目結束),E,排序與搜尋,medium,,,,"list 的 sort() 方法是就地排序（in-place），本身沒有回傳值（回傳 None），因此 a = d.sort() 會讓 a 變成 None（d 本身則已經被排序成 [1,2,3]）。接著 a[0]=0 想對 None 做索引指定，會產生 TypeError（執行錯誤）。","Python,排序與搜尋,程式識讀",True
考古題_C_Q.1,"int f (int i) {
    if (i>0) {
        if (((i/2)%2)==0)
            return f(i-2)*i;
        else
            return f(i-2)*(-i);
    }
    else
        return 1;
}

給定右側函式 f()，當執行 f(10) 時，最終回傳結果為何？",1,3840,-3840,執行時導致無窮迴圈，不會停止執行,以上皆非,C,考古題,hard,,,,"逐步展開遞迴（i 每次減 2）：
f(10)：(10/2)%2=1，回傳 f(8)*(-10)
f(8)：(8/2)%2=0，回傳 f(6)*8
f(6)：(6/2)%2=1，回傳 f(4)*(-6)
f(4)：(4/2)%2=0，回傳 f(2)*4
f(2)：(2/2)%2=1，回傳 f(0)*(-2)
f(0)：i 不大於 0，回傳 1

由內往外回代：f(2)=1*(-2)=-2；f(4)=(-2)*4=-8；f(6)=(-8)*(-6)=48；f(8)=48*8=384；f(10)=384*(-10)=-3840。","C程式,考古題",True
考古題_Python_Q.1,"def f(i):
    if i > 0:
        if (i // 2) % 2 == 0:
            return f(i - 2) * i
        return f(i - 2) * (-i)
    else:
        return 1

給定右側函式 f()，當執行 f(10) 時，最終回傳結果為何？",1,3840,-3840,執行時導致無窮迴圈，不會停止執行,以上皆非,C,考古題,hard,,,,"逐步展開遞迴（i 每次減 2）：
f(10)：(10/2)%2=1，回傳 f(8)*(-10)
f(8)：(8/2)%2=0，回傳 f(6)*8
f(6)：(6/2)%2=1，回傳 f(4)*(-6)
f(4)：(4/2)%2=0，回傳 f(2)*4
f(2)：(2/2)%2=1，回傳 f(0)*(-2)
f(0)：i 不大於 0，回傳 1

由內往外回代：f(2)=1*(-2)=-2；f(4)=(-2)*4=-8；f(6)=(-8)*(-6)=48；f(8)=48*8=384；f(10)=384*(-10)=-3840。","Python,考古題",True
考古題_C_Q.2,"int main() {
    int i, j;
    for (i=0; i<5; i=i+1) {
        for (j=0; (?) ; j=j+2)
            printf(""[%d]"", i+j);
    }
}

給定右側程式，若已知輸出的結果為 [1][2][3][5][4][6]，程式中的 (?) 應為下列何者？",j<i,j>i,j<=i,j>=i,以上皆非,A,考古題,medium,,,,"代入 j<i 逐一驗證每個 i：
i=0：j=0，0<0 不成立，內迴圈完全不執行。
i=1：j=0，0<1 成立，印出 [1]；j 變 2，2<1 不成立，結束。
i=2：j=0，0<2 成立，印出 [2]；j 變 2，2<2 不成立，結束。
i=3：j=0，印出 [3]；j=2，2<3 成立，印出 [5]；j=4，4<3 不成立，結束。
i=4：j=0，印出 [4]；j=2，2<4 成立，印出 [6]；j=4，4<4 不成立，結束。
依序印出 [1][2][3][5][4][6]，與題目給定的輸出完全吻合。","C程式,考古題",True
考古題_Python_Q.2,"for i in range(5):
    j = 0
    while (?):
        print(f'[{i + j}]', end='')
        j = j + 2

給定右側程式，若已知輸出的結果為 [1][2][3][5][4][6]，程式中的 (?) 應為下列何者？",j<i,j>i,j<=i,j>=i,以上皆非,A,考古題,medium,,,,"代入 j<i 逐一驗證每個 i：
i=0：j=0，0<0 不成立，內迴圈完全不執行。
i=1：j=0，0<1 成立，印出 [1]；j 變 2，2<1 不成立，結束。
i=2：j=0，0<2 成立，印出 [2]；j 變 2，2<2 不成立，結束。
i=3：j=0，印出 [3]；j=2，2<3 成立，印出 [5]；j=4，4<3 不成立，結束。
i=4：j=0，印出 [4]；j=2，2<4 成立，印出 [6]；j=4，4<4 不成立，結束。
依序印出 [1][2][3][5][4][6]，與題目給定的輸出完全吻合。","Python,考古題",True
考古題_C_Q.3,"int f(int n) {
    if (n < 2) {
        return n;
    }
    else {
        return (n + f(_(?)_));
    }
}

給定右側函式 f()，已知 f(14)、f(10)、f(6) 分別回傳 25、18、10，函式中的 (?) 應為下列何者？",(n+1)/2,n/2,(n-1)/2,(n/2)+1,以上皆非,B,考古題,medium,,,,"代入 n/2（整數除法）驗證：
f(14)=14+f(7)=14+(7+f(3))=14+7+(3+f(1))=14+7+3+1=25 ✓
f(10)=10+f(5)=10+(5+f(2))=10+5+(2+f(1))=10+5+2+1=18 ✓
f(6)=6+f(3)=6+(3+f(1))=6+3+1=10 ✓
三組給定的回傳值全部吻合，確認 (?) 應為 n/2（Python 寫成 n//2）。","C程式,考古題",True
考古題_Python_Q.3,"def f(n):
    if n < 2:
        return n
    else:
        return n + f(_(?)_)

給定右側函式 f()，已知 f(14)、f(10)、f(6) 分別回傳 25、18、10，函式中的 (?) 應為下列何者？",(n+1)//2,n//2,(n-1)//2,(n//2)+1,以上皆非,B,考古題,medium,,,,"代入 n/2（整數除法）驗證：
f(14)=14+f(7)=14+(7+f(3))=14+7+(3+f(1))=14+7+3+1=25 ✓
f(10)=10+f(5)=10+(5+f(2))=10+5+(2+f(1))=10+5+2+1=18 ✓
f(6)=6+f(3)=6+(3+f(1))=6+3+1=10 ✓
三組給定的回傳值全部吻合，確認 (?) 應為 n/2（Python 寫成 n//2）。","Python,考古題",True
考古題_C_Q.4,"int Q[200];
int i, val=0;
int count=0;
int head=0, tail=0;
for (i=1; i<=30; i=i+1) {
    Q[tail] = i;
    tail = tail + 1;
}
while (tail > head + 1) {
    val = Q[head];
    head = head + 1;
    count = count + 1;
    if (count == 3) {
        count = 0;
        Q[tail] = val;
        tail = tail + 1;
    }
}
printf(""%d"", Q[head]);

給定右側程式片段，當程式執行完後，輸出結果為何？",9,18,27,30,以上皆非,B,考古題,hard,,,,"這段程式用陣列 Q 模擬佇列，把 1~30 依序放入佇列後，反覆從前端取出並計數，每數到第 3 個就把它重新放回佇列尾端（其餘 2 個直接丟棄），直到佇列只剩 1 個元素為止——這是經典的「約瑟夫問題」（Josephus problem，每 3 個留 1 個）。

第一輪處理原本的 1~30（count 剛好從 0 走到 30，乾淨地循環 10 次 1,2,3），留下 3,6,9,...,30 共 10 個倖存者，count 歸零。
第二輪處理這 10 個倖存者（3,6,9,...,30），count 依序為 1,2,3,1,2,3,1,2,3,1，留下第 3、6、9 個，也就是 9、18、27，count 最後停在 1（因為 10 不是 3 的倍數，沒有乾淨歸零）。
第三輪處理 9、18、27，count 從 1 開始（延續上一輪）：9→count=2（丟棄），18→count=3（留下，count 歸零），27→count=1（丟棄）。
最後只剩下 18，迴圈結束，輸出 18。","C程式,考古題",True
考古題_Python_Q.4,"Q = [0] * 200
val = 0
count = 0
head = tail = 0
for i in range(1, 31):
    Q[tail] = i
    tail = tail + 1
while tail > head + 1:
    val = Q[head]
    head = head + 1
    count = count + 1
    if count == 3:
        count = 0
        Q[tail] = val
        tail = tail + 1
print(Q[head])

給定右側程式片段，當程式執行完後，輸出結果為何？",9,18,27,30,以上皆非,B,考古題,hard,,,,"這段程式用陣列 Q 模擬佇列，把 1~30 依序放入佇列後，反覆從前端取出並計數，每數到第 3 個就把它重新放回佇列尾端（其餘 2 個直接丟棄），直到佇列只剩 1 個元素為止——這是經典的「約瑟夫問題」（Josephus problem，每 3 個留 1 個）。

第一輪處理原本的 1~30（count 剛好從 0 走到 30，乾淨地循環 10 次 1,2,3），留下 3,6,9,...,30 共 10 個倖存者，count 歸零。
第二輪處理這 10 個倖存者（3,6,9,...,30），count 依序為 1,2,3,1,2,3,1,2,3,1，留下第 3、6、9 個，也就是 9、18、27，count 最後停在 1（因為 10 不是 3 的倍數，沒有乾淨歸零）。
第三輪處理 9、18、27，count 從 1 開始（延續上一輪）：9→count=2（丟棄），18→count=3（留下，count 歸零），27→count=1（丟棄）。
最後只剩下 18，迴圈結束，輸出 18。","Python,考古題",True
考古題_C_Q.5,"1  int k = 4;
2  int m = 1;
3  for (int i=1; i<=5; i=i+1) {
4      for (int j=1; j<=k; j=j+1) {
5          printf("" "");
6      }
7      for (int j=1; j<=m; j=j+1) {
8          printf(""*"");
9      }
10     printf(""\n"");
11     k = k - 1;
12     m = m + 1;
13 }

右側程式正確的輸出應該如下（由上到下依序縮排 4、3、2、1、0 格，星號依序為 1、3、5、7、9 個）：
    *
   ***
  *****
 *******
*********

在不修改右側程式之第 4 行及第 7 行程式碼的前提下，最少需修改幾行程式碼以得到正確輸出？",1,2,3,4,以上皆非,A,考古題,medium,,,,"先確認空格的部分：k 從 4 開始，每行印完後 k-1，依序是 4,3,2,1,0，正好對應想要的縮排量（4,3,2,1,0 格），這部分完全正確，不需要修改。

問題出在星星的數量：m 從 1 開始，每行印完後 m+1，依序是 1,2,3,4,5；但想要的星星數量是 1,3,5,7,9（每行多印 2 顆，不是 1 顆）。因為題目限制不能修改印空格與印星星的那兩行程式碼（C 版第 4、7 行；Python 版第 4、5 行），所以要讓 m 的「值」本身依序變成 1,3,5,7,9，只需要把「m = m + 1」這一行改成「m = m + 2」即可。

因此只需要修改 1 行程式碼。","C程式,考古題",True
